"Key","English","Hindi"
"temples.krishi_b6","A type of crop rotation",""
"temples.krishi_c6","This knowledge was common across all ancient civilizations simultaneously",""
"temples.krishi_explain6","Modern studies show Panchagavya contains beneficial microorganisms that improve soil health, enhance plant growth, and act as a natural bio-pesticide.",""
"temples.krishi_q7","The Chola dynasty\",""
"temples.krishi_a7","An interconnected network of tanks (eris), channels, and sluice gates that harvested monsoon water and distributed it year-round",""
"temples.krishi_b7","Deep bore wells",""
"temples.krishi_c7","A later interpolation added to manuscripts during medieval copying",""
"temples.krishi_explain7","The Chola tank system is one of the most sophisticated pre-modern irrigation networks. Some tanks are still in use after 1,000+ years.",""
"temples.krishi_q8","India is the origin of which fiber crop that clothed the ancient world?",""
"temples.krishi_a8","Cotton — first cultivated in the Indus Valley ~5000 BCE. The word ""cotton"" comes from Arabic ""qutn"" which came from Sanskrit ""karpasa""",""
"temples.krishi_b8","Silk",""
"temples.krishi_c8","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"temples.krishi_explain8","India was spinning and weaving cotton millennia before Egypt or China. Harappan cotton fragments are the oldest known cotton textiles in the world.",""
"temples.krishi_q9","The practice of ""mixed cropping"" or ""milpa"" in India involves what?",""
"temples.krishi_a9","Growing multiple complementary crops together — legumes fix nitrogen for cereals, tall plants shade shorter ones, deep roots access different soil layers",""
"temples.krishi_b9","Planting one crop at a time",""
"temples.krishi_c9","A technique developed during the Mughal period, not from ancient India",""
"temples.krishi_explain9","Traditional Indian multi-cropping systems grow 10+ crops in one field. Modern permaculture and regenerative agriculture are rediscovering these ancient polyculture techniques.",""
"temples.krishi_q10","Neem (Azadirachta indica) has been used in Indian agriculture for millennia. What did modern science discover?",""
"temples.krishi_a10","Azadirachtin, the active compound, disrupts insect hormones and is now used in over 200 commercial bio-pesticides worldwide",""
"temples.krishi_b10","Neem has no insecticidal properties",""
"temples.krishi_c10","This was primarily a Chinese innovation that reached India through trade routes",""
"temples.krishi_explain10","India\",""
"temples.krishi_q11","What is the ""Zabo"" system practiced in Nagaland?",""
"temples.krishi_a11","An integrated farming system where forests on hilltops feed streams that flow through terraced paddy fields into fish ponds — a complete ecological cycle",""
"temples.krishi_b11","Slash and burn farming",""
"temples.krishi_c11","A medieval European concept that was later projected onto ancient Indian texts",""
"temples.krishi_explain11","Zabo (meaning ""impounding water"") is a brilliant example of indigenous ecological engineering — zero waste, self-sustaining, and carbon-neutral.",""
"temples.krishi_q12","The ancient Indian practice of ""Agnihotra"" involves burning cow dung and ghee at specific times. What has research found?",""
"temples.krishi_a12","The smoke purifies air, the ash enriches soil, and the ritual times align with atmospheric changes at sunrise/sunset that enhance the effect",""
"temples.krishi_b12","No measurable effect",""
"temples.krishi_c12","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"temples.krishi_explain12","Studies by agriculture universities show Agnihotra ash improves soil quality, plant growth, and can reduce pathogenic bacteria in the surrounding atmosphere.",""
"temples.krishi_q13","India\",""
"temples.krishi_a13","A rainwater harvesting farmland — earthen embankments collect rare desert rain, allowing crops to grow on stored soil moisture for months",""
"temples.krishi_b13","An underground tunnel system",""
"temples.krishi_c13","A practice limited to royal courts and never reached common people",""
"temples.krishi_explain13","Khadins have been sustainably farming the Thar Desert for over 500 years. They\",""
"temples.krishi_q14","The spice trade from India shaped world history. What percentage of the world\",""
"temples.krishi_a14","Over 75% — including black pepper, cardamom, turmeric, cinnamon, cloves, and ginger. Pepper was worth more than gold in medieval Europe",""
"temples.krishi_b14","About 25%",""
"temples.krishi_c14","This was developed by Persian scholars who studied at Indian universities",""
"temples.krishi_explain14","The search for Indian spices drove Columbus to discover America (he was looking for India) and the Portuguese to sail around Africa. Spices literally redrew the world map.",""
"temples.krishi_q15","What is ""Wadi"" — the traditional tribal orchard system of western India?",""
"temples.krishi_a15","Community orchards combining fruit trees, crops, and livestock on degraded land — turning wastelands into productive ecosystems within 5 years",""
"temples.krishi_b15","A type of well",""
"temples.krishi_c15","A symbolic representation in religious texts, not an actual scientific achievement",""
"temples.krishi_explain15","The Wadi system developed by tribal communities has been recognized by the World Bank as one of the most successful models of sustainable livelihoods in dry regions.",""
"temples.krishi_q16","Ancient Indians classified soils by what sensory method?",""
"temples.krishi_a16","Taste — sweet soil (fertile), sour soil (acidic), salty soil (saline), bitter soil (alkaline). This roughly maps to modern pH testing",""
"temples.krishi_b16","Color only",""
"temples.krishi_c16","This technology was lost during the Gupta period and never recovered",""
"temples.krishi_explain16","Krishi Parasara prescribes soil tasting as a diagnostic tool. Modern soil scientists confirm the correlation between taste perception and soil chemistry.",""
"temples.krishi_q17","The ""Ahar-Pyne"" system of Bihar is what?",""
"temples.krishi_a17","An ancient flood water harvesting system — low embankments (ahars) capture monsoon overflow, and channels (pynes) divert river water to fields. Some are 2,000+ years old",""
"temples.krishi_b17","A type of plough",""
"temples.krishi_c17","A later addition to the texts, not part of the original ancient knowledge",""
"temples.krishi_explain17","The Ahar-Pyne system irrigated Bihar\",""
"temples.krishi_q18","What traditional Indian practice has inspired the modern ""seed bank"" movement?",""
"temples.krishi_a18","Beej Bachao Andolan — Indian farmers have preserved thousands of indigenous seed varieties through community seed exchanges for centuries",""
"temples.krishi_b18","Factory seed production",""
"temples.krishi_c18","This was a theoretical concept that was never practically implemented",""
"temples.krishi_explain18","India\",""
"temples.krishi_q19","The Kalinjar fort region has ancient rock-cut water channels that function even today. What engineering principle do they use?",""
"temples.krishi_a19","Gravity-fed cascade systems — water flows from higher tanks to lower ones through precisely cut channels, with sedimentation chambers to purify water naturally",""
"temples.krishi_b19","Pump systems",""
"temples.krishi_c19","A folk tradition with no basis in systematic scientific observation",""
"temples.krishi_explain19","These 1,000+ year old systems use only gravity, geometry, and an understanding of hydrology. No moving parts, no energy input — pure passive engineering.",""
"temples.kala_q0","Bharata\",""
"temples.kala_a0","Performing arts — 36 chapters covering drama, dance, music, stage design, audience psychology, costumes, makeup, and the theory of Rasa (emotional essence)",""
"temples.kala_b0","Only dance techniques",""
"temples.kala_c0","This knowledge existed only in one small region and was not widespread",""
"temples.kala_explain0","No other ancient civilization produced anything comparable in scope. It defines 8 Rasas, 108 dance poses, 64 acting techniques, and complete stagecraft.",""
"temples.kala_q1","The concept of ""Rasa"" in Indian aesthetics describes what revolutionary idea?",""
"temples.kala_a1","Art doesn\",""
"temples.kala_b1","Different painting techniques",""
"temples.kala_c1","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"temples.kala_explain1","Rasa theory says great art transmutes personal emotion into universal experience. This idea influenced Western aesthetics 2,000 years later through scholars like Schiller and Hegel.",""
"temples.kala_q2","Indian classical music divides the octave into how many micro-intervals (Shrutis)?",""
"temples.kala_a2","22 Shrutis — almost twice Western music\",""
"temples.kala_b2","12, same as Western music",""
"temples.kala_c2","This was adapted from Babylonian sources and modified for Indian context",""
"temples.kala_explain2","This micro-tonal precision gives Indian ragas their characteristic emotional depth — the ability to express shades of sadness, joy, and longing that fixed-pitch instruments miss.",""
"temples.kala_q3","Each Raga in Indian classical music is prescribed for a specific time of day. Why?",""
"temples.kala_a3","Different times have different atmospheric qualities and human hormonal states — morning ragas align with cortisol, evening ragas with melatonin",""
"temples.kala_b3","Just tradition with no reason",""
"temples.kala_c3","A mythological reference, not a literal scientific achievement",""
"temples.kala_explain3","Chronobiology validates this: our neurochemistry changes throughout the day. Raga time theory intuitively matched musical frequencies to circadian rhythms.",""
"temples.kala_q4","Kalaripayattu, the martial art of Kerala, is considered the mother of what?",""
"temples.kala_a4","Many Asian martial arts — Buddhist monks carried Kalaripayattu techniques to China (Shaolin), where they evolved into Kung Fu, and later Karate",""
"temples.kala_b4","Only yoga",""
"temples.kala_c4","This was achieved through trial and error, not systematic understanding",""
"temples.kala_explain4","Bodhidharma, an Indian monk, is traditionally credited with bringing physical training techniques to the Shaolin Temple. The Chinese character for martial art (武) contains elements of Indian origin.",""
"temples.kala_q5","The bronze Nataraja (Dancing Shiva) sculpture is considered what by modern physicists?",""
"temples.kala_a5","A perfect representation of cosmic dance — the cycle of creation and destruction at the subatomic level. A Nataraja stands at CERN, the particle physics lab",""
"temples.kala_b5","Just a religious idol",""
"temples.kala_c5","A practice that modern science has found to have no measurable effect",""
"temples.kala_explain5","Fritjof Capra\",""
"temples.kala_q6","The Ajanta cave paintings (2nd century BCE – 5th century CE) demonstrate what artistic technique?",""
"temples.kala_a6","Chiaroscuro (light-shadow modeling), perspective, and emotional expression — techniques Europe wouldn\",""
"temples.kala_b6","Only flat painting without depth",""
"temples.kala_c6","This knowledge was common across all ancient civilizations simultaneously",""
"temples.kala_explain6","Ajanta\",""
"temples.kala_q7","Bharatanatyam, one of the oldest dance forms in the world, encodes what in its movements?",""
"temples.kala_a7","Mathematical geometry — each pose (Karana) follows precise angular relationships. 108 Karanas describe all possible movements of the human body",""
"temples.kala_b7","Random artistic expression",""
"temples.kala_c7","A later interpolation added to manuscripts during medieval copying",""
"temples.kala_explain7","The 108 Karanas of the Natya Shastra systematically map every possible combination of body positions. It\",""
"temples.kala_q8","The Thanjavur painting tradition uses what unique material that makes the artwork three-dimensional?",""
"temples.kala_a8","Gold leaf applied over gesso (chalk and binding medium) relief work — creating raised, glittering surfaces that catch light from different angles",""
"temples.kala_b8","Only flat paint",""
"temples.kala_c8","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"temples.kala_explain8","Thanjavur paintings combine painting, sculpture, and goldwork. The embossed gold surfaces create a luminous 3D effect that changes with viewing angle — an art technology.",""
"temples.kala_q9","The Indian game of ""Pallankuzhi"" (mancala) teaches what mathematical concept?",""
"temples.kala_a9","Combinatorial thinking, resource management, and strategic planning — it\",""
"temples.kala_b9","Just a children\",""
"temples.kala_c9","A later reconstruction by scholars, not part of the original ancient tradition",""
"temples.kala_explain9","Mancala games originated in India/Africa and encode sophisticated mathematical concepts. Modern game theorists study mancala for its perfect information, zero-sum game properties.",""
"temples.kala_q10","What is unique about the way Indian classical musicians learn?",""
"temples.kala_a10","The Guru-Shishya Parampara — years of one-on-one transmission, where the student absorbs not just technique but the spiritual essence of music through direct experience",""
"temples.kala_b10","Reading sheet music",""
"temples.kala_c10","A technique developed during the Mughal period, not from ancient India",""
"temples.kala_explain10","Indian music is primarily oral tradition. The guru transmits something that notation cannot capture — the feel, the mood, the micro-tonal inflections that make a raga come alive.",""
"temples.kala_q11","The concept of ""Mudra"" (hand gestures) in Indian dance has how many single-hand positions?",""
"temples.kala_a11","28 Asamyuta Hasta (single-hand) + 24 Samyuta Hasta (combined-hand) = 52 basic mudras, each with multiple meanings depending on context",""
"temples.kala_b11","About 10",""
"temples.kala_c11","This was primarily a Chinese innovation that reached India through trade routes",""
"temples.kala_explain11","These 52 mudras, combined with facial expressions (Abhinaya) and body positions, create a complete visual language. A skilled dancer can ""speak"" entire stories without words.",""
"temples.kala_q12","The Ellora caves contain what architectural marvel carved from a single rock?",""
"temples.kala_a12","Kailasa Temple — the largest monolithic structure in the world. Carved top-down from a cliff face, removing 200,000 tonnes of rock, taking over 150 years",""
"temples.kala_b12","A simple prayer room",""
"temples.kala_c12","A medieval European concept that was later projected onto ancient Indian texts",""
"temples.kala_explain12","Kailasa Temple is carved downward — you can\",""
"temples.kala_q13","Indian textile art gave the world which technique that revolutionized global fashion?",""
"temples.kala_a13","Chintz (from Hindi ""chint"") — printed cotton fabric using resist-dyeing and mordant techniques. Europe couldn\",""
"temples.kala_b13","Silk weaving",""
"temples.kala_c13","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"temples.kala_explain13","Indian chintz was so popular in 17th-18th century Europe that France and England BANNED it to protect their wool industries. The ban failed — people loved it too much.",""
"temples.kala_q14","The Sangam literature of Tamil Nadu (~300 BCE-300 CE) created what unique literary framework?",""
"temples.kala_a14","Tinai — mapping 5 landscapes to 5 emotional states. Mountains=union, forest=patience, farmland=quarrel, seashore=longing, desert=separation",""
"temples.kala_b14","Just nature poetry",""
"temples.kala_c14","A practice limited to royal courts and never reached common people",""
"temples.kala_explain14","This may be the world\",""
"temples.kala_q15","The concept of ""Tala"" (rhythmic cycle) in Indian music involves what mathematical complexity?",""
"temples.kala_a15","Cycles of up to 128 beats with subdivisions, polyrhythmic overlays, and mathematical patterns like Fibonacci-like sequences within the rhythm",""
"temples.kala_b15","Simple 4/4 time like Western music",""
"temples.kala_c15","This was developed by Persian scholars who studied at Indian universities",""
"temples.kala_explain15","A Carnatic musician might perform in a 35-beat tala cycle while improvising complex mathematical patterns within it. This demands extraordinary mental computation in real-time.",""
"temples.kala_q16","Rangoli/Kolam designs drawn daily in Indian homes encode what mathematical concept?",""
"temples.kala_a16","Fractal geometry and Euler circuits — single continuous lines that cover complex symmetric patterns without lifting the finger, demonstrating topological principles",""
"temples.kala_b16","Random decoration",""
"temples.kala_c16","A symbolic representation in religious texts, not an actual scientific achievement",""
"temples.kala_explain16","South Indian Kolam designs are studied by mathematicians for their graph theory properties. Some are perfect Euler circuits — traversing every edge exactly once.",""
"temples.kala_q17","The ancient Indian concept of ""Sarangi"" (the stringed instrument) means what literally?",""
"temples.kala_a17","""Sau Rangi"" — hundred colors/moods. It has 40 strings (3 main + 37 sympathetic) and can mimic the human voice more closely than any other instrument",""
"temples.kala_b17","""Three strings""",""
"temples.kala_c17","This technology was lost during the Gupta period and never recovered",""
"temples.kala_explain17","The Sarangi\",""
"temples.kala_q18","What makes the Pattachitra painting tradition of Odisha unique?",""
"temples.kala_a18","Natural pigments made from stones, plants, and lampblack, applied on cloth treated with a mixture of chalk and tamarind seed gum — lasting centuries without fading",""
"temples.kala_b18","Use of synthetic paints",""
"temples.kala_c18","A later addition to the texts, not part of the original ancient knowledge",""
"temples.kala_explain18","Pattachitra artists prepare their own pigments from rocks, flowers, and charcoal. The traditional tamarind gum base creates a surface that holds color for hundreds of years.",""
"temples.kala_q19","Kalidasa, often called the ""Shakespeare of India,"" wrote in which century?",""
"temples.kala_a19","~4th-5th century CE — over 1,000 years before Shakespeare. His play Shakuntala influenced Goethe, who said it contained ""the whole round of art and nature""",""
"temples.kala_b19","12th century CE",""
"temples.kala_c19","This was a theoretical concept that was never practically implemented",""
"temples.kala_explain19","Kalidasa\",""
"temples.darshan_q0","How many classical schools of Indian philosophy (Darshanas) exist?",""
"temples.darshan_a0","Six orthodox (Astika): Nyaya, Vaisheshika, Samkhya, Yoga, Mimamsa, Vedanta — plus heterodox schools like Buddhism, Jainism, Charvaka",""
"temples.darshan_b0","Only one — Vedanta",""
"temples.darshan_c0","A folk tradition with no basis in systematic scientific observation",""
"temples.darshan_explain0","India\",""
"temples.darshan_q1","The Vaisheshika school (~600 BCE) proposed what theory that modern physics confirmed?",""
"temples.darshan_a1","Atomic theory — all matter is composed of indivisible atoms (paramanu) that combine to form molecules (dvyanuka) and larger structures",""
"temples.darshan_b1","That matter is continuous",""
"temples.darshan_c1","This knowledge existed only in one small region and was not widespread",""
"temples.darshan_explain1","Kanada, founder of Vaisheshika, described atoms 2,400 years before Dalton. He classified all existence into 9 categories (dravya) — remarkably similar to modern classification systems.",""
"temples.darshan_q2","Adi Shankaracharya\",""
"temples.darshan_a2","Brahman (universal consciousness) is the ONLY reality. The material world (Maya) is an appearance, not a separate substance — consciousness is fundamental",""
"temples.darshan_b2","The material world is the only reality",""
"temples.darshan_c2","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"temples.darshan_explain2","This mirrors some interpretations of quantum mechanics — the ""observer effect"" suggests consciousness plays a role in manifesting physical reality. Shankara stated this in the 8th century.",""
"temples.darshan_q3","The Nyaya school developed what logical system that predates Western formal logic?",""
"temples.darshan_a3","A complete system of logic with 16 categories — including inference rules, debate methodology, fallacy classification, and proof theory",""
"temples.darshan_b3","Only basic reasoning",""
"temples.darshan_c3","This was adapted from Babylonian sources and modified for Indian context",""
"temples.darshan_explain3","Nyaya logic includes Anumana (inference) with 5-step syllogism, which is more detailed than Aristotle\",""
"temples.darshan_q4","The Buddhist concept of ""Shunyata"" (emptiness) parallels what in modern physics?",""
"temples.darshan_a4","Quantum field theory — particles are not ""things"" but excitations of underlying fields. Everything is relational, nothing has independent existence",""
"temples.darshan_b4","The Big Bang",""
"temples.darshan_c4","A mythological reference, not a literal scientific achievement",""
"temples.darshan_explain4","Nagarjuna (2nd century CE) argued that nothing has inherent existence — everything is interdependent. Modern physicists like Carlo Rovelli draw direct parallels to quantum mechanics.",""
"temples.darshan_q5","The Samkhya school\",""
"temples.darshan_a5","The ""hard problem of consciousness"" — how does subjective experience arise from physical matter? Samkhya argued they are fundamentally different substances",""
"temples.darshan_b5","The nature of gravity",""
"temples.darshan_c5","This was achieved through trial and error, not systematic understanding",""
"temples.darshan_explain5","David Chalmers coined ""the hard problem"" in 1995. Samkhya philosophers identified the same problem 2,500 years ago — consciousness and matter seem fundamentally different.",""
"temples.darshan_q6","Jain philosophy\",""
"temples.darshan_a6","Every truth has multiple valid perspectives — no single viewpoint captures complete reality. This is intellectual humility as a philosophical principle",""
"temples.darshan_b6","There is only one truth",""
"temples.darshan_c6","A practice that modern science has found to have no measurable effect",""
"temples.darshan_explain6","Anekantavada is strikingly similar to quantum complementarity — Bohr\",""
"temples.darshan_q7","The Yoga Sutras describe ""Chitta Vritti Nirodha"" — what does neuroscience say about this?",""
"temples.darshan_a7","Stilling mental fluctuations corresponds to Default Mode Network deactivation — reducing self-referential thinking, which meditation measurably achieves",""
"temples.darshan_b7","It\",""
"temples.darshan_c7","A later reconstruction by scholars, not part of the original ancient tradition",""
"temples.darshan_explain7","fMRI studies show advanced meditators deactivate the DMN (the brain\",""
"temples.darshan_q8","The concept of ""Maya"" (illusion) in Vedanta has what parallel in modern physics?",""
"temples.darshan_a8","The holographic principle — the idea that our 3D reality might be a projection from a 2D surface. What we perceive may not be ""real"" in the way we think",""
"temples.darshan_b8","Nothing in physics",""
"temples.darshan_c8","This knowledge was common across all ancient civilizations simultaneously",""
"temples.darshan_explain8","Physicists like Leonard Susskind propose that our universe might be a holographic projection. Shankara\",""
"temples.darshan_q9","Charvaka, the ancient Indian materialist school, argued what radical position?",""
"temples.darshan_a9","Only direct perception is valid knowledge. There is no soul, no afterlife, no karma. Enjoy life — ""as long as you live, live well""",""
"temples.darshan_b9","That God controls everything",""
"temples.darshan_c9","A later interpolation added to manuscripts during medieval copying",""
"temples.darshan_explain9","Ancient India had atheistic materialism 2,500 years ago. Charvaka rejected all supernatural claims, accepted only empirical evidence — essentially scientific materialism avant la lettre.",""
"temples.darshan_q10","The Buddhist concept of ""Pratityasamutpada"" (dependent origination) states what?",""
"temples.darshan_a10","Nothing exists independently — everything arises in dependence on conditions. Cause and effect form an interconnected web, not a linear chain",""
"temples.darshan_b10","Everything is random",""
"temples.darshan_c10","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"temples.darshan_explain10","This is remarkably similar to systems theory and complexity science. Modern ecology, chaos theory, and network science all describe reality as interconnected, not isolated.",""
"temples.darshan_q11","Mandukya Upanishad describes 4 states of consciousness. What are they?",""
"temples.darshan_a11","Jagrat (waking), Svapna (dreaming), Sushupti (deep sleep), and Turiya (the fourth — pure awareness beyond the other three)",""
"temples.darshan_b11","Only waking and sleeping",""
"temples.darshan_c11","A technique developed during the Mughal period, not from ancient India",""
"temples.darshan_explain11","Neuroscience now recognizes multiple consciousness states with distinct brain signatures. The ""fourth state"" during deep meditation shows unique neural patterns unlike waking, dreaming, or sleep.",""
"temples.darshan_q12","The Indian philosophical concept of ""Karma"" is not just about reward/punishment. What is its deeper meaning?",""
"temples.darshan_a12","Every action creates a tendency (samskara) in the mind that shapes future perception and behavior — essentially neuroplasticity described philosophically",""
"temples.darshan_b12","God keeping score",""
"temples.darshan_c12","This was primarily a Chinese innovation that reached India through trade routes",""
"temples.darshan_explain12","Karma is about habit formation and neural conditioning. Modern neuroscience confirms: repeated actions strengthen neural pathways (Hebb\",""
"temples.darshan_q13","The Upanishadic declaration ""Aham Brahmasmi"" (I am Brahman) means what philosophically?",""
"temples.darshan_a13","Individual consciousness and universal consciousness are identical — the separation between self and cosmos is an illusion. You ARE the universe experiencing itself",""
"temples.darshan_b13","I am God and can do anything",""
"temples.darshan_c13","A medieval European concept that was later projected onto ancient Indian texts",""
"temples.darshan_explain13","This is not egoism — it\",""
"temples.darshan_q14","The Buddhist philosopher Dignaga (~480 CE) developed what theory of knowledge?",""
"temples.darshan_a14","Apoha theory — we understand concepts not by what they ARE but by what they EXCLUDE. ""Cow"" means ""not horse, not tree, not stone."" Meaning is differential",""
"temples.darshan_b14","Simple categorization",""
"temples.darshan_c14","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"temples.darshan_explain14","Ferdinand de Saussure\",""
"temples.darshan_q15","The Bhagavad Gita presents how many paths to liberation?",""
"temples.darshan_a15","Three main paths: Karma Yoga (action), Bhakti Yoga (devotion), and Jnana Yoga (knowledge) — plus Raja Yoga. Each suits a different temperament",""
"temples.darshan_b15","Only one — prayer",""
"temples.darshan_c15","A practice limited to royal courts and never reached common people",""
"temples.darshan_explain15","The Gita\",""
"temples.darshan_q16","The concept of ""Spanda"" in Kashmir Shaivism describes what?",""
"temples.darshan_a16","A divine creative pulsation or vibration that underlies all reality — the universe is a continuous vibration of consciousness",""
"temples.darshan_b16","A dance form",""
"temples.darshan_c16","This was developed by Persian scholars who studied at Indian universities",""
"temples.darshan_explain16","String theory proposes that all matter is vibrating strings of energy. Kashmir Shaivism\",""
"temples.darshan_q17","Mahavira\",""
"temples.darshan_a17","Seven — ""maybe it is,"" ""maybe it is not,"" ""maybe it is and is not,"" etc. This is a formal 7-valued logic system, 2,500 years before fuzzy logic",""
"temples.darshan_b17","Two — true or false",""
"temples.darshan_c17","A symbolic representation in religious texts, not an actual scientific achievement",""
"temples.darshan_explain17","Lotfi Zadeh\",""
"temples.darshan_q18","The Yoga Vasistha describes reality using which metaphor that modern physics echoes?",""
"temples.darshan_a18","""As a dream city appears and disappears in consciousness, so does the universe."" Reality is consciousness projecting experience — not external objects existing independently",""
"temples.darshan_b18","A clock mechanism",""
"temples.darshan_c18","This technology was lost during the Gupta period and never recovered",""
"temples.darshan_explain18","The simulation hypothesis, the holographic principle, and idealist interpretations of quantum mechanics all echo the Yoga Vasistha\",""
"temples.darshan_q19","The ancient Indian debate between ""Svabhava"" (self-nature) and ""Parabhava"" (other-nature) addresses what fundamental question?",""
"temples.darshan_a19","Do things have intrinsic properties, or are all properties relational? This is the same question modern physics asks about quantum particles",""
"temples.darshan_b19","Property ownership rights",""
"temples.darshan_c19","A later addition to the texts, not part of the original ancient knowledge",""
"temples.darshan_explain19","In quantum mechanics, particles don\",""
